Year,Quarter,Product Model,5G Capability,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Region
2022,Q2,Galaxy S22 5G,Yes,17217,31929959.75,3.68,41.36,32,291.72,45.78,Middle East & Africa
2019,Q4,Galaxy S10,No,30040,34166065.19,1.5699999999999998,28.49,47.01,243.47,58.24,North America
2024,Q1,Galaxy Z Flip3 5G,Yes,57073,27851665.91,2.61,66.33,8.11,196.33,89.62,Latin America
2022,Q3,Galaxy S22 5G,Yes,16005,41833223.63,6.71,88.73,39.93,281.7,86.82,Middle East & Africa
2023,Q2,Galaxy Z Fold3 5G,Yes,14970,18515548.91,6.32,52.48,25,57.27,51.12,Latin America
2019,Q2,Galaxy Note10,No,38253,53195937.003000006,-0.05,76.73,31.96,273.85,38.28,Middle East & Africa
2022,Q2,Galaxy A32 5G,Yes,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,Middle East & Africa
2021,Q4,Galaxy A52 5G,Yes,10112,41338291.91,3.44,40.870000000000005,37.22,93.6,72.67,Asia-Pacific
2022,Q1,Galaxy Z Fold3 5G,Yes,34677,15661456.58,6.11,101.07,48.06,165.76,55.31,Latin America
2019,Q1,Galaxy A14 5G,Yes,12612,57161551.82,3.24,64.47999999999999,14.98,161.49,85.67,Middle East & Africa
2021,Q3,Galaxy S10,No,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,Asia-Pacific
2019,Q3,Galaxy Z Flip5 5G,Yes,48617,6134803.464,6.48,91.79,54.94,88.28,82.55,Latin America
2020,Q1,Galaxy A73 5G,Yes,48484,10752134.16,3.75,41.49,10.67,87.88,79.09,Middle East & Africa
2020,Q4,Galaxy Z Fold2 5G,Yes,52951,13524137.65,2.83,73.07,27.79,52.85,70.84,Europe
2019,Q4,Galaxy A52 5G,Yes,53367,69827344.42,6.1,95.93,47.57,185.7,93.45,North America
2020,Q2,Galaxy S23 5G,Yes,53896,47982928.72799999,3.17,75.16,22.74,92.93,86.89,Latin America
2024,Q4,Galaxy S21,No,28852,14365866.47,0.2299999999999999,46.1,3.47,194.32,86.51,Middle East & Africa
2024,Q2,Galaxy S10,No,26237,30930455.538000003,2.72,30.37,43.72,205.74,48.09,Middle East & Africa
2021,Q3,Galaxy S22 5G,Yes,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,Middle East & Africa
2024,Q1,Galaxy A52 5G,Yes,31220,36722606.38,6.53,40.510000000000005,32.239999999999995,130.35,80.87,Latin America
2022,Q4,Galaxy Note10,No,16902,45919818.68,-0.25,68.67,2.53,66.34,47.23,Asia-Pacific
2022,Q4,Galaxy Note10,No,16902,45919818.68,-0.25,68.67,2.53,66.34,47.23,Asia-Pacific
2022,Q2,Galaxy A73 5G,Yes,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,Europe
2022,Q2,Galaxy A32 5G,Yes,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,Middle East & Africa
2021,Q4,Galaxy S21,No,39509,57709591.71,0.4399999999999999,52.43,9.26,214.47,84.68,Middle East & Africa
2024,Q3,Galaxy S23 5G,Yes,15763,7376208.852,5.890000000000001,74.46,50.36,173.23,52.39,North America
2020,Q4,Galaxy Z Fold3 5G,Yes,11163,12032304.635999998,3.84,40.71,45.09,122.22,83.63,North America
2021,Q2,Galaxy A32 5G,Yes,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,Middle East & Africa
2019,Q3,Galaxy A73 5G,Yes,6542,13222480.68,3.5,88.84,26.74,115.63,54.75,Asia-Pacific
2023,Q1,Galaxy A14 5G,Yes,39916,30964782.02,5.529999999999999,47.84,15.23,260.8,82.88,Middle East & Africa
2024,Q3,Galaxy A32 5G,Yes,27969,70164647.83,2.62,46.76,43.61,103.25,63.21,Middle East & Africa
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa
2020,Q1,Galaxy A32 5G,Yes,42883,18588730.37,6.37,72.87,45.86,273.59,52.9,Asia-Pacific
2023,Q1,Galaxy Z Flip5 5G,Yes,11658,14130688.68,4.8100000000000005,64.15,50.51,117.92,62.56,Europe
2020,Q1,Galaxy S22 5G,Yes,40807,28409469.32,3.04,47.56,33.59,95.38,57.91,Latin America
2019,Q4,Galaxy Z Flip3 5G,Yes,34541,23308775.82,4.029999999999999,59.35,8.370000000000001,138.67,80.35,Latin America
2019,Q4,Galaxy S22 5G,Yes,6719,38311286.36,5.38,42.55,50.32,110.97,87.8,Asia-Pacific
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America
2022,Q2,Galaxy S21,No,33806,23699378.709000003,-0.23,77.31,47.51,129.7,78.41,North America
2022,Q1,Galaxy S10,No,23678,23302026.23,0.5800000000000001,45.61,43.79,156.56,72.06,Europe
2023,Q4,Galaxy Note10,No,35697,19462564.98,2.49,36.55,36.44,236.39,47.11,North America
2020,Q4,Galaxy Note20,No,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,North America
